itime,date,time,id,srcip,dstip,dstport,service,proto,action,policyid,policyname,hostname,tranip,transip,sessionid,subtype,level,duration,sentbyte,rcvdbyte,logid,app,appcat,crscore,craction,crlevel,srccountry,dstcountry,srcintf,dstintf,threats,threattyps,devid,dtime,devname,utmaction,appid,apprisk,applist,apps,dstmac,masterdstmac,dsthwvendor,dstosname,sentdelta,rcvddelta,srcmac,mastersrcmac,srchwvendor,srcfamily,devtype,osname,user,srcname,srcswversion,srcinetsvc,srccity,srcreputation,wanin,wanout,lanin,lanout,unauthuser,srcregion,tdthreattype,tdthreatname,tdwfcate
2024-07-01 21:16:47,2024-07-01,21:16:47,7386733034835280505,192.168.1.100,172.16.0.3,53,DNS,17,accept,14,Trust to ITU,,,,228884631,forward,notice,183,62,107,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:16:47,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:16:07,2024-07-01,21:16:05,7386732863036588566,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228871995,forward,notice,183,60,106,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:16:05,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:16:07,2024-07-01,21:16:05,7386732863036588279,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228871996,forward,notice,183,75,91,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:16:05,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:15:25,2024-07-01,21:15:24,7386732682647962184,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228860154,forward,notice,181,65,129,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:15:24,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:15:00,2024-07-01,21:14:59,7386732575273780032,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228850987,forward,notice,184,73,176,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:14:59,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:14:40,2024-07-01,21:14:39,7386732489374433768,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228844735,forward,notice,184,70,114,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:14:39,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:14:14,2024-07-01,21:14:13,7386732377705284218,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228836678,forward,notice,184,77,237,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:14:13,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:14:13,2024-07-01,21:14:12,7386732373410316935,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228836621,forward,notice,185,79,136,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:14:12,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:14:10,2024-07-01,21:14:08,7386732360525414857,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228836362,forward,notice,180,64,104,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:14:08,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:14:10,2024-07-01,21:14:08,7386732360525414775,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228835385,forward,notice,184,68,164,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:14:08,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:14:10,2024-07-01,21:14:08,7386732360525414735,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228836546,forward,notice,180,73,249,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:14:08,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:14:10,2024-07-01,21:14:08,7386732360525414708,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228835748,forward,notice,182,73,247,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:14:08,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:14:09,2024-07-01,21:14:08,7386732356230448574,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228836423,forward,notice,180,73,89,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:14:08,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:14:09,2024-07-01,21:14:08,7386732356230448156,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228836376,forward,notice,180,73,192,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:14:08,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:14:09,2024-07-01,21:14:08,7386732356230447921,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228835817,forward,notice,182,75,91,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:14:08,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:14:09,2024-07-01,21:14:08,7386732356230447920,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228836360,forward,notice,181,64,104,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:14:08,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:14:09,2024-07-01,21:14:08,7386732356230447673,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228835132,forward,notice,185,73,249,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:14:08,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:14:09,2024-07-01,21:14:07,7386732356230447454,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228836084,forward,notice,181,60,156,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:14:07,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:14:08,2024-07-01,21:14:08,7386732351935480783,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228836417,forward,notice,180,72,88,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:14:08,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:14:05,2024-07-01,21:14:03,7386732339050578706,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228834119,forward,notice,183,75,128,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:14:03,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:14:05,2024-07-01,21:14:03,7386732339050578472,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228834133,forward,notice,183,78,134,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:14:03,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:14:05,2024-07-01,21:14:03,7386732339050578260,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228834110,forward,notice,183,66,137,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:14:03,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:14:05,2024-07-01,21:14:03,7386732339050577936,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228834636,forward,notice,181,62,78,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:14:03,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:14:04,2024-07-01,21:14:03,7386732334755611101,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228834108,forward,notice,183,75,128,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:14:03,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:14:04,2024-07-01,21:14:03,7386732334755611100,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228834243,forward,notice,182,75,91,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:14:03,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:14:04,2024-07-01,21:14:03,7386732334755611068,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228834132,forward,notice,183,75,128,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:14:03,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:14:04,2024-07-01,21:14:03,7386732334755611031,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228834252,forward,notice,182,76,130,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:14:03,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:14:04,2024-07-01,21:14:03,7386732334755611029,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228834117,forward,notice,183,75,128,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:14:03,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:14:04,2024-07-01,21:14:02,7386732334755610903,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228834430,forward,notice,182,69,143,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:14:02,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:14:03,2024-07-01,21:14:03,7386732330460644207,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228834431,forward,notice,182,69,208,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:14:03,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:14:03,2024-07-01,21:14:03,7386732330460644064,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228834107,forward,notice,183,66,110,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:14:03,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:13:43,2024-07-01,21:13:42,7386732244561298482,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228827389,forward,notice,184,75,215,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:13:42,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:13:33,2024-07-01,21:13:32,7386732201611624912,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228824421,forward,notice,184,70,114,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:13:32,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:12:01,2024-07-01,21:12:00,7386731806474633774,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228794943,forward,notice,185,62,126,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:12:00,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:11:56,2024-07-01,21:11:55,7386731784999797296,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228793895,forward,notice,182,70,114,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:11:55,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:11:29,2024-07-01,21:11:29,7386731669035680903,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228785498,forward,notice,184,76,252,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:11:29,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:11:25,2024-07-01,21:11:24,7386731651855811090,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228784996,forward,notice,180,75,215,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:11:24,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:11:24,2024-07-01,21:11:24,7386731647560844121,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228785106,forward,notice,180,61,77,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:11:24,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:11:19,2024-07-01,21:11:19,7386731626086007431,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228782753,forward,notice,182,67,118,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:11:19,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:11:00,2024-07-01,21:10:58,7386731544481628201,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228775073,forward,notice,185,62,107,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:10:58,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:10:54,2024-07-01,21:10:53,7386731518711824954,192.168.1.100,172.16.0.3,53,DNS,17,accept,14,Trust to ITU,,,,228773550,forward,notice,184,70,114,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:10:53,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:10:54,2024-07-01,21:10:52,7386731518711824601,192.168.1.100,172.16.0.3,53,DNS,17,accept,14,Trust to ITU,,,,228773952,forward,notice,182,61,77,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:10:52,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:10:48,2024-07-01,21:10:48,7386731492942021851,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228772645,forward,notice,182,72,88,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:10:48,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:10:44,2024-07-01,21:10:43,7386731475762151522,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228770497,forward,notice,184,73,313,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:10:43,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:10:03,2024-07-01,21:10:02,7386731299668493352,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228756389,forward,notice,184,65,110,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:10:02,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:10:03,2024-07-01,21:10:02,7386731299668493052,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228756372,forward,notice,184,75,215,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:10:02,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:09:43,2024-07-01,21:09:42,7386731213769147215,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228750528,forward,notice,182,70,114,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:09:42,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:08:42,2024-07-01,21:08:40,7386730951776141814,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228731270,forward,notice,181,70,114,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:08:40,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:08:15,2024-07-01,21:08:14,7386730835812025275,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228723547,forward,notice,181,67,117,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:08:14,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:08:15,2024-07-01,21:08:14,7386730835812024757,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228722426,forward,notice,184,65,129,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:08:14,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:07:03,2024-07-01,21:07:03,7386730526574380002,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228699489,forward,notice,183,70,114,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:07:03,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:06:55,2024-07-01,21:06:52,7386730492214640942,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228696273,forward,notice,183,75,215,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:06:52,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:06:14,2024-07-01,21:06:12,7386730316120981563,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228683791,forward,notice,182,64,258,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:06:12,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:06:12,2024-07-01,21:06:12,7386730307531048232,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228683786,forward,notice,182,62,126,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:06:12,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:06:02,2024-07-01,21:06:01,7386730264581374496,192.168.1.100,172.16.0.3,53,DNS,17,accept,14,Trust to ITU,,,,228681212,forward,notice,180,67,117,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:06:01,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:05:58,2024-07-01,21:05:56,7386730247401505588,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228678691,forward,notice,182,76,252,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:05:56,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:05:46,2024-07-01,21:05:46,7386730195861897992,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228675777,forward,notice,181,70,114,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:05:46,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:05:43,2024-07-01,21:05:41,7386730182976995607,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228673256,forward,notice,184,62,107,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:05:41,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:05:43,2024-07-01,21:05:41,7386730182976995436,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228673418,forward,notice,184,73,249,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:05:41,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:05:42,2024-07-01,21:05:41,7386730178682028554,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228673314,forward,notice,184,76,92,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:05:41,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:05:42,2024-07-01,21:05:41,7386730178682028067,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228673376,forward,notice,184,82,98,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:05:41,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:05:37,2024-07-01,21:05:36,7386730157207192624,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228672884,forward,notice,180,62,102,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:05:36,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:05:37,2024-07-01,21:05:36,7386730157207192264,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228672812,forward,notice,181,64,104,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:05:36,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:05:37,2024-07-01,21:05:36,7386730157207192121,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228673058,forward,notice,180,75,215,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:05:36,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 21:05:36,2024-07-01,21:05:36,7386730152912224877,192.168.1.100,172.16.0.4,53,DNS,17,accept,14,Trust to ITU,,,,228673112,forward,notice,180,60,156,0000000013,DNS,unscanned,,,,Reserved,Reserved,TrustZone,ITU-Server,,,F2K61FTK22900792,2024-07-01 21:05:36,KACST-DC-CLUSTER_F2K61F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
